latitude,longitude,acq_date,acq_time,class
38.1387,23.6863,2023-08-14,29,not fire
40.9605,25.709,2023-08-02,2007,not fire
39.3502,22.7732,2023-08-05,1235,not fire
36.1141,27.9522,2023-07-12,2016,not fire
38.161,23.5047,2023-07-17,2009,fire
40.9948,26.0121,2023-08-21,1926,fire
40.9173,25.8301,2023-08-22,902,fire
40.8834,25.6548,2023-08-02,2007,not fire
38.1644,23.5421,2023-07-08,946,not fire
41.0628,26.0552,2023-08-02,1148,not fire
36.1542,27.9697,2023-07-02,23,not fire
36.2304,27.9928,2023-07-03,1919,not fire
40.9191,25.9564,2023-08-20,2023,fire
38.1536,23.5205,2023-08-07,51,not fire
41.1333,26.0954,2023-08-10,1050,not fire
41.1592,26.1491,2023-08-11,837,not fire
39.3674,22.8097,2023-07-16,1235,not fire
38.1467,23.4534,2023-07-28,1154,not fire
40.9865,26.0308,2023-08-22,902,fire
36.1936,27.9874,2023-07-03,104,not fire
39.7837,19.8773,2023-08-14,937,not fire
38.1144,23.4391,2023-07-29,1236,not fire
36.0537,27.9194,2023-08-04,2354,not fire
36.2028,27.9857,2023-08-11,2016,not fire
41.1811,26.1854,2023-08-11,837,not fire
41.0671,26.1367,2023-08-01,1926,not fire
41.138,25.2021,2023-08-11,1926,not fire
36.2149,28.045,2023-07-24,1111,fire
36.0718,27.9442,2023-08-01,2016,not fire
38.1403,23.4242,2023-07-03,816,not fire
38.1595,23.4933,2023-07-27,2009,not fire
41.0171,26.1438,2023-08-12,1148,not fire
38.0022,24.5325,2023-08-03,857,not fire
36.0717,27.9116,2023-08-04,50,not fire
38.1869,23.4914,2023-07-28,51,not fire
40.8905,25.9299,2023-08-30,1202,not fire
36.133,27.9221,2023-07-04,1111,not fire
38.2533,22.8221,2023-08-24,847,fire
41.036,26.1538,2023-08-02,902,not fire
36.2392,27.8964,2023-07-09,1952,not fire
36.1246,27.93,2023-07-12,2016,not fire
36.0283,27.8893,2023-08-14,2354,not fire
41.1575,26.1247,2023-08-30,1228,fire
41.1238,26.0823,2023-08-06,1119,not fire
40.989,26.0097,2023-08-22,902,fire
36.2453,27.9931,2023-07-04,8,not fire
38.3256,22.7449,2023-08-22,903,fire
36.0699,27.9021,2023-07-14,1111,not fire
40.9844,25.8932,2023-08-31,1926,not fire
36.1514,27.9478,2023-07-21,1935,fire
40.8819,25.6407,2023-08-22,2007,fire
38.1456,23.5162,2023-08-07,1912,not fire
38.2491,22.7924,2023-08-14,29,not fire
36.1514,27.9478,2023-08-10,1935,not fire
38.1124,23.4916,2023-07-08,51,not fire
41.1095,26.1424,2023-08-12,1148,not fire
38.1151,20.7472,2023-07-24,2031,not fire
38.1719,23.4936,2023-08-07,946,not fire
38.1355,23.6167,2023-08-14,1133,not fire
36.0699,27.9021,2023-07-04,1111,not fire
38.1114,23.6002,2023-08-23,944,fire
38.1397,23.6372,2023-08-04,847,not fire
38.1391,23.4819,2023-07-18,946,fire
36.2304,27.9928,2023-08-02,1919,not fire
38.0279,24.5443,2023-07-14,857,not fire
40.9074,25.7737,2023-08-02,1148,not fire
40.8917,25.6388,2023-08-02,2007,not fire
40.9751,25.7504,2023-08-22,2007,fire
40.9903,26.129,2023-08-02,1148,not fire
40.9849,26.0346,2023-08-02,43,not fire
40.9066,25.6741,2023-08-22,2007,fire
41.1624,25.2623,2023-08-01,1926,not fire
40.9227,25.8804,2023-08-01,1926,not fire
36.0426,27.8741,2023-08-05,1056,not fire
36.0776,27.8773,2023-08-14,1902,not fire
41.0741,26.1728,2023-08-11,1926,not fire
38.1536,23.5205,2023-07-18,51,fire
40.9667,26.017,2023-08-22,1148,fire
38.1073,20.7543,2023-07-24,2031,not fire
38.1303,23.4898,2023-07-08,51,not fire
38.1692,23.4834,2023-08-07,1154,not fire
38.348,22.7132,2023-08-22,44,fire
36.2245,27.9221,2023-08-08,1952,not fire
40.8917,25.6388,2023-08-22,2007,fire
36.2425,27.9892,2023-07-03,1919,not fire
36.0736,27.966,2023-08-11,2016,not fire
40.908,25.8065,2023-08-01,1926,not fire
36.1107,27.9286,2023-08-13,1111,not fire
38.1683,23.4913,2023-07-17,2009,fire
41.0989,26.1912,2023-08-12,1148,not fire
36.1251,27.9242,2023-07-13,1207,not fire
36.2602,27.9083,2023-07-09,1952,not fire
40.3351,23.4013,2023-08-02,1148,not fire
40.9067,25.8311,2023-08-12,43,not fire
41.0136,25.9815,2023-08-01,1926,not fire
38.0933,23.4723,2023-07-18,1154,fire
41.138,26.0684,2023-08-17,1201,not fire
36.199,27.935,2023-08-10,1935,not fire
36.245,28.0003,2023-07-24,8,fire
39.7804,19.891,2023-08-14,49,not fire
36.1141,27.9522,2023-07-02,2016,not fire
41.0236,26.1654,2023-08-02,902,not fire
39.3516,22.7402,2023-07-26,1235,fire
40.9442,26.0878,2023-08-02,902,not fire
39.3368,22.8613,2023-07-27,35,fire
37.8191,23.9196,2023-08-06,2009,not fire
38.3941,23.2225,2023-07-03,1208,not fire
40.9864,26.0242,2023-08-22,902,fire
40.989,26.0097,2023-08-02,902,not fire
40.9866,25.7637,2023-08-02,2007,not fire
40.9572,26.0263,2023-08-01,1106,not fire
38.1064,23.4695,2023-07-08,946,not fire
40.9086,25.8192,2023-08-12,43,not fire
38.1372,23.463,2023-07-27,2009,not fire
41.1086,26.0391,2023-08-14,28,not fire
41.0468,24.6796,2023-08-02,1148,not fire
40.9658,25.8629,2023-08-02,1148,not fire
40.9793,25.8953,2023-08-22,43,fire
41.0438,26.1324,2023-08-22,43,fire
36.2372,28.0019,2023-07-23,104,fire
41.1841,26.2087,2023-08-21,1942,not fire
38.1467,23.4757,2023-07-18,808,fire
41.0127,25.8413,2023-08-03,1910,not fire
38.1887,23.4981,2023-07-18,946,fire
40.8865,25.6838,2023-08-22,2007,fire
41.0738,26.1783,2023-08-02,43,not fire
40.9991,25.9669,2023-08-11,1926,not fire
41.0785,26.0956,2023-08-22,902,fire
38.1162,23.6195,2023-08-23,125,fire
39.352,22.8084,2023-08-15,1235,not fire
40.9155,25.8442,2023-08-21,1926,fire
38.1272,23.6117,2023-08-14,29,not fire
38.1418,23.5605,2023-07-19,1952,fire
38.2473,22.8529,2023-08-12,1147,not fire
36.1963,28.0016,2023-07-22,2016,fire
36.1951,27.9857,2023-08-12,1207,not fire
40.9149,25.8959,2023-08-22,43,fire
41.0989,26.1677,2023-08-31,1106,not fire
38.4022,23.1994,2023-08-12,1208,not fire
38.368,22.7357,2023-08-04,1133,not fire
36.0586,27.9049,2023-07-24,1111,fire
40.8973,26.0698,2023-08-29,1943,not fire
40.9824,25.8664,2023-08-02,1148,not fire
41.1812,26.2126,2023-08-11,27,not fire
38.0366,24.532,2023-08-12,1207,not fire
36.2507,27.9164,2023-08-08,1058,not fire
41.0026,25.9266,2023-08-21,1926,fire
38.0186,24.5093,2023-08-03,1111,not fire
36.1241,27.9482,2023-07-03,104,not fire
39.3232,22.7993,2023-07-17,1139,not fire
36.0359,27.8784,2023-07-26,1943,fire
41.2116,26.2642,2023-08-11,1942,not fire
41.0598,26.1575,2023-08-01,1926,not fire
38.548,23.6946,2023-08-31,1926,not fire
40.8715,25.816,2023-08-02,43,not fire
40.9521,25.6496,2023-08-03,1910,not fire
38.0384,24.5503,2023-07-13,1207,not fire
38.9206,22.0797,2023-08-12,1147,not fire
41.0158,25.8346,2023-08-23,1910,fire
38.3234,22.7534,2023-08-12,1147,not fire
40.872,26.0991,2023-08-31,1926,not fire
41.1999,26.2164,2023-08-31,27,fire
38.2365,22.8383,2023-08-22,2006,fire
40.993,25.823,2023-08-12,2007,not fire
38.1599,23.5554,2023-07-10,37,not fire
36.1432,27.9797,2023-08-01,914,not fire
41.0279,26.1542,2023-08-02,1148,not fire
41.1745,26.1228,2023-08-20,1050,not fire
40.9794,26.0062,2023-08-02,902,not fire
41.0625,26.001,2023-08-02,2007,not fire
41.138,25.2021,2023-08-01,1926,not fire
38.1572,23.4628,2023-07-08,1154,not fire
40.9395,25.8048,2023-08-22,1148,fire
36.1241,27.9482,2023-07-13,104,not fire
40.9842,25.8987,2023-08-01,1926,not fire
40.8977,25.9608,2023-08-09,1943,not fire
36.1121,27.9259,2023-07-23,1207,fire
40.909,25.7862,2023-08-12,1148,not fire
41.0158,25.8346,2023-08-03,1910,not fire
41.169,26.1567,2023-08-11,27,not fire
38.1208,23.5867,2023-08-03,806,not fire
36.1098,27.9594,2023-07-02,2016,not fire
40.955,25.8525,2023-08-02,1148,not fire
40.9398,26.0076,2023-08-01,1106,not fire
41.0368,26.1179,2023-08-02,43,not fire
36.1955,27.981,2023-07-03,104,not fire
40.9453,25.7552,2023-08-12,2007,not fire
41.0012,26.1399,2023-08-12,1148,not fire
41.0911,26.0787,2023-08-23,1052,fire
36.0342,27.8672,2023-08-15,1943,not fire
36.2425,27.9892,2023-08-12,1919,not fire
41.1217,26.0157,2023-08-16,1119,not fire
40.9667,26.017,2023-08-02,1148,not fire
39.3289,22.8467,2023-07-17,35,not fire
38.0298,24.5324,2023-08-03,857,not fire
40.9899,26.1422,2023-08-23,1230,fire
39.757,19.8847,2023-07-23,2058,fire
41.0228,26.0886,2023-08-22,43,fire
41.162,25.2719,2023-08-22,43,fire
41.0063,26.133,2023-08-02,1148,not fire
40.9046,25.6658,2023-08-02,2007,not fire
41.0387,26.2006,2023-08-17,910,not fire
38.0448,23.4262,2023-07-19,849,fire
38.1572,23.4628,2023-08-07,1154,not fire
37.7878,23.9568,2023-07-27,1113,not fire
37.0944,25.5161,2023-07-25,24,not fire
39.3542,22.727,2023-07-27,1139,fire
40.9733,25.8685,2023-08-02,1148,not fire
38.1247,23.6622,2023-08-22,1147,fire
38.1544,22.1785,2023-07-03,2057,not fire
40.9459,26.0251,2023-08-21,1,fire
41.0208,26.1007,2023-08-12,43,not fire
36.0285,27.8786,2023-08-15,1056,not fire
41.0471,26.0059,2023-08-02,1148,not fire
40.9736,25.9626,2023-08-21,1926,fire
41.1164,26.1872,2023-08-11,1106,not fire
38.181,23.527,2023-08-07,51,not fire
38.3305,22.7389,2023-08-12,1147,not fire
41.1739,25.5417,2023-08-31,1106,not fire
36.1542,27.9697,2023-08-01,23,not fire
40.9235,26.0713,2023-08-09,1121,not fire
41.0952,26.0901,2023-08-24,1133,fire
41.1152,26.1037,2023-08-04,1133,not fire
38.2508,22.8655,2023-08-12,903,not fire
40.9226,25.8479,2023-08-12,43,not fire
41.1086,26.0391,2023-08-04,28,not fire
38.1383,23.5257,2023-07-08,1154,not fire
40.9829,26.1061,2023-08-22,902,fire
40.899,25.8789,2023-08-12,43,not fire
36.2453,27.9931,2023-07-14,8,not fire
38.1485,23.4942,2023-07-18,51,fire
36.0409,27.8908,2023-07-05,2354,not fire
40.981,26.1364,2023-08-13,1052,not fire
39.3113,22.7885,2023-07-07,1139,not fire
38.3267,22.7153,2023-08-02,1147,not fire
40.9872,26.1387,2023-08-22,902,fire
41.1152,26.1037,2023-08-24,1133,fire
40.9749,25.9742,2023-08-12,902,not fire
39.3869,22.8782,2023-08-16,35,not fire
38.0409,23.4391,2023-08-07,2049,not fire
39.7827,19.8455,2023-07-05,2041,not fire
38.1122,23.6414,2023-08-22,1147,fire
36.1498,27.9313,2023-07-03,1919,not fire
38.1245,23.593,2023-08-05,1214,not fire
40.8775,26.092,2023-08-21,822,fire
38.3384,22.7262,2023-08-11,1926,not fire
36.0717,27.9116,2023-07-05,50,not fire
40.8935,26.0453,2023-08-09,1943,not fire
40.9625,25.906,2023-08-11,1926,not fire
41.1298,26.1135,2023-08-26,1119,fire
38.1274,23.446,2023-07-08,1154,not fire
41.0079,26.0658,2023-08-02,43,not fire
41.1063,26.1063,2023-08-04,1133,not fire
40.9836,25.7821,2023-08-03,1052,not fire
38.1414,23.4797,2023-08-07,51,not fire
40.9066,25.6741,2023-08-12,2007,not fire
38.0678,23.4444,2023-08-07,1912,not fire
40.9962,26.0336,2023-08-02,902,not fire
36.0857,27.9639,2023-07-12,2016,not fire
37.3307,24.3974,2023-08-02,44,not fire
39.3089,22.8313,2023-07-27,1139,fire
36.0631,27.9295,2023-07-24,857,fire
36.0605,27.8469,2023-08-14,1902,not fire
38.1212,23.487,2023-07-08,51,not fire
41.1706,26.1437,2023-08-21,27,not fire
40.9533,25.8302,2023-08-02,2007,not fire
41.1228,26.1332,2023-08-06,1119,not fire
38.1544,22.1785,2023-08-12,2057,not fire
38.1498,23.4761,2023-08-07,1154,not fire
41.2267,26.1952,2023-08-31,837,fire
36.0781,27.857,2023-07-15,2040,not fire
38.1032,23.462,2023-07-28,946,not fire
41.1132,26.0585,2023-08-15,1215,not fire
38.1505,23.4822,2023-07-18,51,fire
38.1402,23.5621,2023-08-08,1058,not fire
38.149,23.5447,2023-07-19,1952,fire
41.2116,26.2642,2023-08-21,1942,not fire
39.2362,22.2872,2023-07-06,1235,not fire
36.2103,28.0442,2023-08-14,1152,not fire
40.8864,25.776,2023-08-12,902,not fire
39.349,22.7901,2023-07-17,35,not fire
41.1136,26.197,2023-08-02,2007,not fire
41.2185,26.2204,2023-08-31,27,fire
38.1251,23.6189,2023-08-04,1133,not fire
40.9931,26.0996,2023-08-02,43,not fire
37.8191,23.9196,2023-07-27,2009,not fire
40.9454,25.7778,2023-08-02,1148,not fire
38.1481,23.5498,2023-07-19,849,fire
40.9192,25.8626,2023-08-11,1926,not fire
38.123,23.444,2023-07-29,1236,not fire
41.0978,26.1728,2023-08-31,1106,not fire
36.0074,27.8698,2023-07-05,2040,not fire
36.1093,27.9478,2023-07-13,104,not fire
38.1668,23.4442,2023-07-18,946,fire
40.9689,26.0645,2023-08-22,902,fire
36.087,27.9727,2023-07-23,104,fire
41.1164,26.1872,2023-08-01,1106,not fire
36.2151,27.9293,2023-07-30,1139,not fire
41.1152,26.1037,2023-08-14,1133,not fire
39.3211,22.8315,2023-08-16,35,not fire
41.0595,26.0292,2023-08-22,1148,fire
36.0265,27.8705,2023-08-04,2040,not fire
40.8775,26.092,2023-08-31,822,not fire
36.1531,27.9558,2023-07-02,914,not fire
38.0672,23.4663,2023-07-09,849,not fire
39.3808,22.7734,2023-08-15,1235,not fire
40.9398,26.0076,2023-08-21,1106,fire
40.9198,25.8159,2023-08-12,902,not fire
38.0432,23.4379,2023-08-08,849,not fire
38.1394,23.4919,2023-07-08,51,not fire
41.0597,26.1494,2023-08-22,43,fire
40.9748,25.9814,2023-08-22,43,fire
36.1004,27.9336,2023-07-22,2016,fire
38.1698,23.5026,2023-07-17,2009,fire
36.1895,27.9376,2023-07-21,1935,fire
39.3566,22.7402,2023-08-06,1139,not fire
36.0946,27.944,2023-07-03,104,not fire
38.3526,21.5304,2023-08-02,2006,not fire
40.9704,25.7074,2023-08-02,2007,not fire
36.9623,22.5493,2023-08-08,1236,not fire
36.1364,27.9372,2023-07-13,817,not fire
36.0595,27.8754,2023-08-04,1152,not fire
36.1498,27.9313,2023-07-13,1919,not fire
38.0279,24.5443,2023-08-03,857,not fire
39.3113,22.8448,2023-07-27,1139,fire
40.9105,25.8072,2023-08-02,43,not fire
38.1403,23.4242,2023-08-12,816,not fire
36.0474,27.8921,2023-08-05,1943,not fire
38.1647,23.5107,2023-08-07,51,not fire
36.0556,27.9094,2023-07-14,857,not fire
37.8281,23.918,2023-07-07,2009,not fire
41.0104,25.8502,2023-08-24,1133,fire
41.098,26.1013,2023-08-02,902,not fire
40.8663,26.09,2023-08-21,822,fire
36.2068,27.9795,2023-07-22,2016,fire
41.0641,26.0549,2023-08-02,902,not fire
36.0831,27.8837,2023-07-16,1943,not fire
41.1658,26.1332,2023-08-20,1228,not fire
41.1238,26.0823,2023-08-16,1119,not fire
36.1393,27.951,2023-07-22,914,fire
36.1016,27.9774,2023-08-02,104,not fire
38.0962,23.6573,2023-08-02,1147,not fire
41.0092,25.8801,2023-08-02,2007,not fire
38.1437,23.6433,2023-08-04,29,not fire
39.3483,22.7357,2023-07-06,1235,not fire
40.9856,25.972,2023-08-22,43,fire
38.1229,23.4751,2023-07-18,946,fire
37.0902,25.5276,2023-07-04,1223,not fire
36.0831,27.8837,2023-07-26,1943,fire
41.1072,26.1949,2023-08-22,43,fire
40.8567,26.0732,2023-08-10,1202,not fire
38.1639,23.4587,2023-08-07,1912,not fire
38.1294,23.5278,2023-07-28,1154,not fire
36.0658,27.9295,2023-08-02,104,not fire
41.2031,26.1906,2023-08-11,27,not fire
41.1298,26.1135,2023-08-16,1119,not fire
40.9342,25.9827,2023-08-21,1106,fire
37.0929,25.5283,2023-08-04,24,not fire
36.044,27.87,2023-07-26,1943,fire
36.9623,22.5493,2023-07-09,1236,not fire
40.9965,26.1469,2023-08-12,2007,not fire
38.1596,23.4848,2023-07-28,51,not fire
41.0368,26.1179,2023-08-22,43,fire
41.1273,26.0704,2023-08-17,1201,not fire
38.2595,22.8862,2023-08-22,44,fire
39.7515,19.9095,2023-07-14,7,not fire
36.2379,27.9669,2023-07-13,1919,not fire
40.8708,25.7066,2023-08-12,1148,not fire
40.9474,25.9973,2023-07-31,2023,not fire
38.1552,23.4889,2023-07-08,946,not fire
38.1739,23.5174,2023-07-08,1154,not fire
40.9992,26.0249,2023-08-11,1926,not fire
40.9157,25.767,2023-08-22,2007,fire
36.0839,27.9426,2023-07-12,2016,not fire
38.1063,20.7628,2023-08-23,2031,not fire
41.0136,25.9815,2023-08-11,1926,not fire
40.9947,25.9202,2023-08-12,902,not fire
36.1638,27.9546,2023-08-11,914,not fire
37.0882,25.4955,2023-07-04,1223,not fire
38.1605,22.1608,2023-07-17,35,not fire
39.3019,22.7915,2023-08-06,1139,not fire
36.2238,27.9731,2023-07-23,817,fire
38.0555,23.3988,2023-07-08,1912,not fire
41.1307,26.1396,2023-08-04,1950,not fire
38.152,22.2018,2023-07-03,1919,not fire
39.3886,22.865,2023-08-16,35,not fire
40.9903,25.929,2023-08-22,1148,fire
38.158,23.482,2023-08-06,2009,not fire
38.3753,23.2448,2023-08-22,1147,fire
38.3672,22.7218,2023-08-14,847,not fire
39.7861,19.8834,2023-07-05,2041,not fire
41.1861,26.2208,2023-08-11,1942,not fire
38.0344,23.4003,2023-07-19,1058,fire
36.0895,27.9149,2023-07-27,921,fire
40.9195,25.7013,2023-08-02,2007,not fire
41.1111,26.1633,2023-08-01,1106,not fire
36.2303,27.9332,2023-07-28,2355,not fire
36.0631,27.9295,2023-07-04,857,not fire
36.1256,27.9389,2023-07-03,1919,not fire
38.0186,24.5093,2023-08-13,1111,not fire
40.9287,25.9582,2023-08-11,1106,not fire
41.1298,26.1135,2023-08-06,1119,not fire
39.3335,22.7993,2023-07-17,921,not fire
40.9195,25.7013,2023-08-12,2007,not fire
40.9831,25.8713,2023-08-12,902,not fire
41.0569,26.0263,2023-08-31,1926,not fire
36.1638,27.9546,2023-07-12,914,not fire
41.1511,25.2461,2023-08-12,1148,not fire
36.0937,27.8929,2023-07-26,1943,fire
41.1564,26.1459,2023-08-31,1942,fire
40.9549,25.8455,2023-08-12,2007,not fire
38.3442,21.5384,2023-08-12,2006,not fire
39.3506,22.7766,2023-08-06,35,not fire
38.2625,22.8241,2023-08-14,847,not fire
41.0553,26.1656,2023-08-22,902,fire
36.0718,27.9442,2023-07-02,2016,not fire
38.1683,23.4913,2023-07-07,2009,not fire
41.0806,26.0391,2023-08-23,1052,fire
38.2584,22.8948,2023-08-01,822,not fire
38.0432,23.4379,2023-07-19,849,fire
38.1887,23.4981,2023-07-08,946,not fire
40.9903,25.929,2023-08-12,1148,not fire
41.0093,25.9409,2023-08-12,43,not fire
36.0422,27.909,2023-07-25,1152,fire
41.0059,25.8495,2023-08-12,2007,not fire
38.4022,23.1994,2023-07-13,1208,not fire
40.9279,25.8394,2023-08-02,902,not fire
38.0418,23.4812,2023-08-23,100,not fire
38.5501,23.6843,2023-08-22,44,fire
41.0455,25.9931,2023-08-02,1148,not fire
41.1013,26.196,2023-08-22,902,fire
40.9046,25.6658,2023-08-12,2007,not fire
36.2081,28.0284,2023-07-13,1919,not fire
39.4046,22.3778,2023-08-06,1205,fire
38.1619,22.2131,2023-07-03,2057,not fire
40.988,26.1439,2023-08-13,805,not fire
36.0088,27.8747,2023-08-04,2040,not fire
36.1679,27.942,2023-08-02,817,not fire
40.9881,25.9116,2023-08-01,1926,not fire
38.1114,23.6002,2023-08-13,944,not fire
36.0954,27.9041,2023-07-16,1943,not fire
38.149,23.5447,2023-07-29,1952,not fire
41.0916,26.1927,2023-08-12,902,not fire
37.9266,24.7984,2023-08-16,1933,not fire
38.1006,23.4589,2023-07-08,1154,not fire
41.0082,25.8019,2023-08-07,1201,not fire
38.348,22.7132,2023-08-02,44,not fire
39.3516,22.7402,2023-08-05,1235,not fire
38.244,22.8724,2023-08-21,1926,fire
36.1646,27.9608,2023-07-12,23,not fire
41.0431,26.1713,2023-08-22,902,fire
41.0079,26.1459,2023-08-02,1148,not fire
38.129,23.6455,2023-08-13,1909,not fire
40.9517,25.8511,2023-08-01,1926,not fire
36.2235,28.0106,2023-07-14,8,not fire
38.1057,23.7039,2023-08-22,2006,fire
40.921,25.7155,2023-08-22,2007,fire
36.2235,28.0106,2023-08-13,8,not fire
40.9561,26.0392,2023-08-22,43,fire
40.9767,26.021,2023-08-22,902,fire
38.0379,23.4021,2023-07-28,1912,not fire
38.327,22.7322,2023-08-22,44,fire
36.1219,27.9578,2023-07-02,2016,not fire
36.182,27.9875,2023-08-02,1207,not fire
40.9245,25.834,2023-08-22,1148,fire
36.1541,27.9426,2023-08-03,857,not fire
39.3074,22.7571,2023-07-27,2024,fire
36.0664,27.9123,2023-08-13,857,not fire
38.0373,23.4094,2023-07-08,1912,not fire
38.3407,22.6999,2023-08-12,44,not fire
39.3321,22.8206,2023-07-17,35,not fire
38.1544,22.1785,2023-08-02,2057,not fire
41.0569,26.0263,2023-08-11,1926,not fire
40.9842,25.8987,2023-08-11,1926,not fire
40.8716,26.0257,2023-08-09,1943,not fire
41.0492,26.1038,2023-08-21,1926,fire
41.0189,26.1127,2023-08-22,43,fire
39.7732,19.874,2023-07-05,1154,not fire
40.9605,25.709,2023-08-22,2007,fire
38.3262,22.7538,2023-08-12,2006,not fire
41.1585,25.2433,2023-08-21,1926,fire
36.0384,27.8865,2023-07-06,841,not fire
36.07,27.9014,2023-07-05,800,not fire
41.054,24.6655,2023-08-22,1148,fire
38.1861,23.4873,2023-07-17,2009,fire
40.9592,26.0615,2023-08-02,902,not fire
39.3208,22.7855,2023-07-27,1139,fire
41.1002,26.1804,2023-08-02,43,not fire
39.7797,19.8968,2023-07-15,937,not fire
38.0093,24.5463,2023-07-14,857,not fire
41.1605,26.1015,2023-08-09,1958,not fire
39.3457,22.817,2023-08-06,35,not fire
41.1337,26.0828,2023-08-08,1918,not fire
40.8678,26.0771,2023-08-01,822,not fire
38.3501,23.2586,2023-08-22,2006,fire
36.0796,27.8853,2023-08-05,1056,not fire
41.0896,26.1931,2023-08-02,1148,not fire
41.0268,26.0644,2023-08-22,43,fire
36.232,27.9395,2023-07-08,1911,not fire
41.046,26.1916,2023-08-03,805,not fire
40.8755,25.7432,2023-08-12,1148,not fire
41.2207,26.1684,2023-08-31,837,fire
38.1611,23.5179,2023-07-08,1912,not fire
40.9299,25.8581,2023-08-11,1926,not fire
41.0419,24.6819,2023-08-31,1926,not fire
38.2453,22.8363,2023-08-12,2006,not fire
40.925,25.9885,2023-08-21,1,fire
41.1217,26.1046,2023-08-16,1119,not fire
36.2117,27.9872,2023-08-02,817,not fire
40.9412,26.0729,2023-08-02,43,not fire
36.0978,27.9615,2023-08-01,2016,not fire
41.2185,26.2204,2023-08-11,27,not fire
38.3459,21.5498,2023-08-12,2006,not fire
39.4113,22.8708,2023-08-15,1944,not fire
39.3827,22.8103,2023-07-06,1235,not fire
36.2189,27.9777,2023-08-11,2016,not fire
36.1433,27.9398,2023-07-24,857,fire
39.7688,19.9084,2023-07-14,7,not fire
40.9229,25.8215,2023-08-02,1148,not fire
40.9992,26.0249,2023-08-21,1926,fire
36.0714,27.8883,2023-08-14,1152,not fire
41.0328,26.142,2023-08-02,43,not fire
40.9625,25.906,2023-08-01,1926,not fire
40.8136,21.5619,2023-07-29,920,not fire
36.1236,27.9167,2023-08-12,1207,not fire
41.0456,26.0855,2023-08-31,1926,not fire
39.757,19.8847,2023-08-02,2058,not fire
41.1132,26.0585,2023-08-05,1215,not fire
41.009,26.1168,2023-08-02,43,not fire
41.1247,26.1204,2023-08-06,1119,not fire
38.249,22.8858,2023-08-11,822,not fire
38.1222,23.6033,2023-08-04,1133,not fire
38.1073,20.7543,2023-08-23,2031,not fire
41.1111,26.1633,2023-08-31,1106,not fire
40.99,26.0609,2023-08-02,43,not fire
36.2086,27.9328,2023-08-10,1935,not fire
36.1234,27.9105,2023-08-13,857,not fire
37.1213,22.0186,2023-08-31,1131,fire
36.232,27.9395,2023-08-07,1911,not fire
39.3074,22.7571,2023-08-16,2024,not fire
40.988,26.1439,2023-08-23,805,fire
39.3113,22.7885,2023-07-17,1139,not fire
38.0417,23.4495,2023-07-19,849,fire
41.0712,26.0722,2023-08-22,902,fire
38.1605,22.1608,2023-08-06,35,not fire
40.972,26.0561,2023-08-02,43,not fire
40.9918,25.9302,2023-08-21,1926,fire
39.3668,22.7401,2023-07-16,1235,not fire
40.9831,25.8713,2023-08-22,902,fire
39.3466,22.7824,2023-08-06,35,not fire
36.2311,27.9758,2023-08-11,2016,not fire
36.1736,27.9898,2023-08-02,817,not fire
36.0772,27.8928,2023-07-26,1056,fire
40.9919,26.1419,2023-08-22,1148,fire
38.1696,23.4584,2023-07-19,849,fire
40.9517,25.8511,2023-08-21,1926,fire
40.9733,25.8685,2023-08-22,1148,fire
40.9337,25.9359,2023-08-21,1926,fire
41.0982,26.1926,2023-08-12,43,not fire
38.3925,23.208,2023-07-23,1208,fire
39.3964,22.8803,2023-08-06,35,not fire
39.7727,19.8722,2023-07-25,937,fire
38.0507,23.4512,2023-08-08,849,not fire
36.0814,27.8726,2023-07-06,1943,not fire
41.1751,26.1845,2023-08-11,27,not fire
36.0946,27.944,2023-08-12,104,not fire
36.2281,28.0091,2023-07-24,1959,fire
36.0904,27.9248,2023-07-04,8,not fire
38.098,23.5064,2023-07-18,1154,fire
36.0879,27.9185,2023-07-24,857,fire
36.223,28.0188,2023-08-02,1919,not fire
38.3941,23.2225,2023-08-12,1208,not fire
41.0136,26.0394,2023-08-31,1926,not fire
40.8612,26.1025,2023-08-01,1926,not fire
41.0171,26.1438,2023-08-02,1148,not fire
38.3526,21.5304,2023-08-22,2006,fire
40.9831,25.8249,2023-08-22,2007,fire
36.1295,27.9462,2023-08-02,817,not fire
36.237,27.9205,2023-07-29,1058,not fire
36.0212,27.8474,2023-08-05,1056,not fire
37.9601,23.0321,2023-07-17,2009,fire
39.3934,22.8254,2023-08-06,35,not fire
38.1033,23.6437,2023-08-02,1147,not fire
41.1505,25.5234,2023-08-02,1148,not fire
41.1152,26.1922,2023-08-21,1106,fire
38.4188,22.7472,2023-08-23,2047,fire
38.1381,23.6489,2023-08-04,847,not fire
40.9481,25.8918,2023-08-31,1926,not fire
40.8951,25.7507,2023-08-12,1148,not fire
41.1339,26.163,2023-08-04,1950,not fire
38.0797,23.4401,2023-08-07,1154,not fire
36.0942,27.9088,2023-07-27,36,fire
39.3934,22.8254,2023-07-07,35,not fire
36.0267,27.8832,2023-07-06,1056,not fire
36.254,27.9205,2023-07-09,850,not fire
41.0108,25.8951,2023-08-12,2007,not fire
38.1234,23.6995,2023-08-12,2006,not fire
40.986,26.0852,2023-08-12,43,not fire
38.2381,22.8496,2023-08-02,2006,not fire
36.1254,27.9414,2023-08-12,1207,not fire
38.1619,22.2131,2023-08-12,2057,not fire
41.0193,26.174,2023-08-12,2347,not fire
